"","survey_id","Operation_date","year","month","day","enumerator","landing_site","BMU","fisher_id","household_id"
"358","2021-09-07 SS/UYO/SB/095/FF 2021-09-07 09:30:00",2021-09-07,"2021","Sep","07","CLAPERTON KAZUNGU","UYOMBO","UYOMBO","SS/UYO/SB/095/FF","SS/UYO/SB/095"
"359","2021-09-07 SS/UYO/SB/071/FF 2021-09-07 09:30:00",2021-09-07,"2021","Sep","07","CLAPERTON KAZUNGU","UYOMBO","UYOMBO","SS/UYO/SB/071/FF","SS/UYO/SB/071"
"360","2021-09-07 SS/UYO/SB/100/FF 2021-09-07 09:30:00",2021-09-07,"2021","Sep","07","CLAPERTON KAZUNGU","UYOMBO","UYOMBO","SS/UYO/SB/100/FF","SS/UYO/SB/100"
"361","2021-09-07 SS/UYO/SB/091/FF 2021-09-07 09:30:00",2021-09-07,"2021","Sep","07","CLAPERTON KAZUNGU","UYOMBO","UYOMBO","SS/UYO/SB/091/FF","SS/UYO/SB/091"
"362","2021-09-07 SS/UYO/SB/099/FF 2021-09-07 09:30:00",2021-09-07,"2021","Sep","07","CLAPERTON KAZUNGU","UYOMBO","UYOMBO","SS/UYO/SB/099/FF","SS/UYO/SB/099"
"363","2021-09-07 SS/UYO/SB/090/FF 2021-09-07 09:30:00",2021-09-07,"2021","Sep","07","CLAPERTON KAZUNGU","UYOMBO","UYOMBO","SS/UYO/SB/090/FF","SS/UYO/SB/090"
"364","2021-09-07 SS/UYO/SB/085/FF 2021-09-07 09:30:00",2021-09-07,"2021","Sep","07","CLAPERTON KAZUNGU","UYOMBO","UYOMBO","SS/UYO/SB/085/FF","SS/UYO/SB/085"
"365","2021-09-07 SS/UYO/SB/089/FF 2021-09-07 09:30:00",2021-09-07,"2021","Sep","07","CLAPERTON KAZUNGU","UYOMBO","UYOMBO","SS/UYO/SB/089/FF","SS/UYO/SB/089"
"366","2021-09-07 SS/UYO/SB/092/FF 2021-09-07 09:30:00",2021-09-07,"2021","Sep","07","CLAPERTON KAZUNGU","UYOMBO","UYOMBO","SS/UYO/SB/092/FF","SS/UYO/SB/092"
"367","2021-09-08 SS/UYO/SB/092/FF 2021-09-08 10:00:00",2021-09-08,"2021","Sep","08","CLAPERTON KAZUNGU","UYOMBO","UYOMBO","SS/UYO/SB/092/FF","SS/UYO/SB/092"
"368","2021-09-08 SS/UYO/SB/095/FF 2021-09-08 10:00:00",2021-09-08,"2021","Sep","08","CLAPERTON KAZUNGU","UYOMBO","UYOMBO","SS/UYO/SB/095/FF","SS/UYO/SB/095"
"369","2021-09-08 SS/UYO/SB/071/FF 2021-09-08 10:00:00",2021-09-08,"2021","Sep","08","CLAPERTON KAZUNGU","UYOMBO","UYOMBO","SS/UYO/SB/071/FF","SS/UYO/SB/071"
"370","2021-09-08 SS/UYO/SB/089/FF 2021-09-08 10:00:00",2021-09-08,"2021","Sep","08","CLAPERTON KAZUNGU","UYOMBO","UYOMBO","SS/UYO/SB/089/FF","SS/UYO/SB/089"
"371","2021-09-08 SS/UYO/SB/085/FF 2021-09-08 10:00:00",2021-09-08,"2021","Sep","08","CLAPERTON KAZUNGU","UYOMBO","UYOMBO","SS/UYO/SB/085/FF","SS/UYO/SB/085"
"372","2021-09-08 SS/UYO/SB/091/FF 2021-09-08 10:00:00",2021-09-08,"2021","Sep","08","CLAPERTON KAZUNGU","UYOMBO","UYOMBO","SS/UYO/SB/091/FF","SS/UYO/SB/091"
"373","2021-09-08 SS/UYO/SB/090/FF 2021-09-08 10:00:00",2021-09-08,"2021","Sep","08","CLAPERTON KAZUNGU","UYOMBO","UYOMBO","SS/UYO/SB/090/FF","SS/UYO/SB/090"
"374","2021-09-08 SS/UYO/SB/099/FF 2021-09-08 10:00:00",2021-09-08,"2021","Sep","08","CLAPERTON KAZUNGU","UYOMBO","UYOMBO","SS/UYO/SB/099/FF","SS/UYO/SB/099"
"375","2021-09-09 SS/UYO/SB/092/FF 2021-09-09 10:30:00",2021-09-09,"2021","Sep","09","CLAPERTON KAZUNGU","UYOMBO","UYOMBO","SS/UYO/SB/092/FF","SS/UYO/SB/092"
"376","2021-07-21 SS/MAY/SB/083/FF 2021-07-21 13:13:00",2021-07-21,"2021","Jul","21","CELESTINE N. ALI","MAYUNGU","MAYUNGU","SS/MAY/SB/083/FF","SS/MAY/SB/083"
"377","2021-07-21 SS/MAY/SB/017/FF 2021-07-21 13:13:00",2021-07-21,"2021","Jul","21","CELESTINE N. ALI","MAYUNGU","MAYUNGU","SS/MAY/SB/017/FF","SS/MAY/SB/017"
"378","2021-07-21 SS/MAY/SB/012/FF 2021-07-21 13:27:00",2021-07-21,"2021","Jul","21","CELESTINE N. ALI","MAYUNGU","MAYUNGU","SS/MAY/SB/012/FF","SS/MAY/SB/012"
"379","2021-07-21 SS/MAY/SB/028/FF 2021-07-21 13:27:00",2021-07-21,"2021","Jul","21","CELESTINE N. ALI","MAYUNGU","MAYUNGU","SS/MAY/SB/028/FF","SS/MAY/SB/028"
"380","2021-07-22 SS/MAY/SB/083/FF 2021-07-22 13:32:00",2021-07-22,"2021","Jul","22","CELESTINE N. ALI","MAYUNGU","MAYUNGU","SS/MAY/SB/083/FF","SS/MAY/SB/083"
"381","2021-07-22 SS/MAY/SB/017/FF 2021-07-22 13:32:00",2021-07-22,"2021","Jul","22","CELESTINE N. ALI","MAYUNGU","MAYUNGU","SS/MAY/SB/017/FF","SS/MAY/SB/017"
"382","2021-07-22 SS/MAY/SB/028/FF 2021-07-22 13:18:00",2021-07-22,"2021","Jul","22","CELESTINE N. ALI","MAYUNGU","MAYUNGU","SS/MAY/SB/028/FF","SS/MAY/SB/028"
"383","2021-07-22 SS/MAY/SB/012/FF 2021-07-22 13:18:00",2021-07-22,"2021","Jul","22","CELESTINE N. ALI","MAYUNGU","MAYUNGU","SS/MAY/SB/012/FF","SS/MAY/SB/012"
"384","2021-07-23 SS/MAY/SB/028/FF 2021-07-23 14:13:00",2021-07-23,"2021","Jul","23","CELESTINE N. ALI","MAYUNGU","MAYUNGU","SS/MAY/SB/028/FF","SS/MAY/SB/028"
"385","2021-07-23 SS/MAY/SB/017/FF 2021-07-23 14:10:00",2021-07-23,"2021","Jul","23","CELESTINE N. ALI","MAYUNGU","MAYUNGU","SS/MAY/SB/017/FF","SS/MAY/SB/017"
"386","2021-07-23 SS/MAY/SB/083/FF 2021-07-23 14:10:00",2021-07-23,"2021","Jul","23","CELESTINE N. ALI","MAYUNGU","MAYUNGU","SS/MAY/SB/083/FF","SS/MAY/SB/083"
"387","2021-07-23 SS/MAY/SB/036/FF 2021-07-23 12:40:00",2021-07-23,"2021","Jul","23","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/036/FF","SS/MAY/SB/036"
"388","2021-07-23 SS/MAY/SB/030/FF 2021-07-23 12:35:00",2021-07-23,"2021","Jul","23","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/030/FF","SS/MAY/SB/030"
"389","2021-07-23 SS/MAY/SB/013/FF 2021-07-23 12:35:00",2021-07-23,"2021","Jul","23","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/013/FF","SS/MAY/SB/013"
"390","2021-07-23 SS/MAY/SB/031/FF 2021-07-23 12:40:00",2021-07-23,"2021","Jul","23","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/031/FF","SS/MAY/SB/031"
"391","2021-07-23 SS/MAY/SB/070/FF 2021-07-23 12:40:00",2021-07-23,"2021","Jul","23","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/070/FF","SS/MAY/SB/070"
"392","2021-07-23 SS/MAY/SB/077/FF 2021-07-23 12:35:00",2021-07-23,"2021","Jul","23","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/077/FF","SS/MAY/SB/077"
"393","2021-07-23 SS/MAY/SB/012/FF 2021-07-23 14:13:00",2021-07-23,"2021","Jul","23","CELESTINE N. ALI","MAYUNGU","MAYUNGU","SS/MAY/SB/012/FF","SS/MAY/SB/012"
"394","2021-07-24 SS/MAY/SB/012/FF 2021-07-24 13:03:00",2021-07-24,"2021","Jul","24","CELESTINE N. ALI","MAYUNGU","MAYUNGU","SS/MAY/SB/012/FF","SS/MAY/SB/012"
"395","2021-07-24 SS/MAY/SB/028/FF 2021-07-24 13:03:00",2021-07-24,"2021","Jul","24","CELESTINE N. ALI","MAYUNGU","MAYUNGU","SS/MAY/SB/028/FF","SS/MAY/SB/028"
"396","2021-07-24 SS/MAY/SB/011/FF 2021-07-24 12:45:00",2021-07-24,"2021","Jul","24","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/011/FF","SS/MAY/SB/011"
"397","2021-07-24 SS/MAY/SB/003/FF 2021-07-24 12:45:00",2021-07-24,"2021","Jul","24","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/003/FF","SS/MAY/SB/003"
"398","2021-07-24 SS/MAY/SB/077/FF 2021-07-24 13:15:00",2021-07-24,"2021","Jul","24","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/077/FF","SS/MAY/SB/077"
"399","2021-07-24 SS/MAY/SB/030/FF 2021-07-24 13:15:00",2021-07-24,"2021","Jul","24","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/030/FF","SS/MAY/SB/030"
"400","2021-07-24 SS/MAY/SB/013/FF 2021-07-24 13:15:00",2021-07-24,"2021","Jul","24","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/013/FF","SS/MAY/SB/013"
"401","2021-07-24 SS/MAY/SB/083/FF 2021-07-24 13:47:00",2021-07-24,"2021","Jul","24","CELESTINE N. ALI","MAYUNGU","MAYUNGU","SS/MAY/SB/083/FF","SS/MAY/SB/083"
"402","2021-07-24 SS/MAY/SB/017/FF 2021-07-24 13:47:00",2021-07-24,"2021","Jul","24","CELESTINE N. ALI","MAYUNGU","MAYUNGU","SS/MAY/SB/017/FF","SS/MAY/SB/017"
"403","2021-07-24 SS/MAY/SB/070/FF 2021-07-24 12:30:00",2021-07-24,"2021","Jul","24","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/070/FF","SS/MAY/SB/070"
"404","2021-07-24 SS/MAY/SB/031/FF 2021-07-24 12:30:00",2021-07-24,"2021","Jul","24","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/031/FF","SS/MAY/SB/031"
"405","2021-07-24 SS/MAY/SB/036/FF 2021-07-24 12:30:00",2021-07-24,"2021","Jul","24","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/036/FF","SS/MAY/SB/036"
"406","2021-07-24 SS/MAY/SB/002/FF 2021-07-24 12:13:00",2021-07-24,"2021","Jul","24","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/002/FF","SS/MAY/SB/002"
"407","2021-07-24 SS/MAY/SB/015/FF 2021-07-24 12:13:00",2021-07-24,"2021","Jul","24","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/015/FF","SS/MAY/SB/015"
"408","2021-07-24 SS/MAY/SB/001/FF 2021-07-24 12:13:00",2021-07-24,"2021","Jul","24","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/001/FF","SS/MAY/SB/001"
"409","2021-07-24 SS/MAY/SB/010/FF 2021-07-24 13:30:00",2021-07-24,"2021","Jul","24","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/010/FF","SS/MAY/SB/010"
"410","2021-07-24 SS/MAY/SB/074/FF 2021-07-24 12:45:00",2021-07-24,"2021","Jul","24","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/074/FF","SS/MAY/SB/074"
"411","2021-07-25 SS/MAY/SB/083/FF 2021-07-25 13:23:00",2021-07-25,"2021","Jul","25","CELESTINE N. ALI","MAYUNGU","MAYUNGU","SS/MAY/SB/083/FF","SS/MAY/SB/083"
"412","2021-07-25 SS/MAY/SB/012/FF 2021-07-25 13:03:00",2021-07-25,"2021","Jul","25","CELESTINE N. ALI","MAYUNGU","MAYUNGU","SS/MAY/SB/012/FF","SS/MAY/SB/012"
"413","2021-07-25 SS/MAY/SB/028/FF 2021-07-25 13:03:00",2021-07-25,"2021","Jul","25","CELESTINE N. ALI","MAYUNGU","MAYUNGU","SS/MAY/SB/028/FF","SS/MAY/SB/028"
"414","2021-07-25 SS/MAY/SB/017/FF 2021-07-25 13:23:00",2021-07-25,"2021","Jul","25","CELESTINE N. ALI","MAYUNGU","MAYUNGU","SS/MAY/SB/017/FF","SS/MAY/SB/017"
"415","2021-07-25 SS/MAY/SB/001/FF 2021-07-25 12:21:00",2021-07-25,"2021","Jul","25","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/001/FF","SS/MAY/SB/001"
"416","2021-07-25 SS/MAY/SB/074/FF 2021-07-25 13:18:00",2021-07-25,"2021","Jul","25","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/074/FF","SS/MAY/SB/074"
"417","2021-07-25 SS/MAY/SB/010/FF 2021-07-25 13:20:00",2021-07-25,"2021","Jul","25","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/010/FF","SS/MAY/SB/010"
"418","2021-07-25 SS/MAY/SB/032/FF 2021-07-25 11:20:00",2021-07-25,"2021","Jul","25","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/032/FF","SS/MAY/SB/032"
"419","2021-07-25 SS/MAY/SB/015/FF 2021-07-25 12:21:00",2021-07-25,"2021","Jul","25","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/015/FF","SS/MAY/SB/015"
"420","2021-07-25 SS/MAY/SB/002/FF 2021-07-25 12:21:00",2021-07-25,"2021","Jul","25","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/002/FF","SS/MAY/SB/002"
"421","2021-07-26 SS/MAY/SB/002/FF 2021-07-26 12:15:00",2021-07-26,"2021","Jul","26","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/002/FF","SS/MAY/SB/002"
"422","2021-07-26 SS/MAY/SB/001/FF 2021-07-26 12:15:00",2021-07-26,"2021","Jul","26","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/001/FF","SS/MAY/SB/001"
"423","2021-07-26 SS/MAY/SB/074/FF 2021-07-26 13:15:00",2021-07-26,"2021","Jul","26","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/074/FF","SS/MAY/SB/074"
"424","2021-07-26 SS/MAY/SB/010/FF 2021-07-26 13:20:00",2021-07-26,"2021","Jul","26","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/010/FF","SS/MAY/SB/010"
"425","2021-07-26 SS/MAY/SB/015/FF 2021-07-26 12:15:00",2021-07-26,"2021","Jul","26","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/015/FF","SS/MAY/SB/015"
"426","2021-07-27 SS/MAY/SB/010/FF 2021-07-27 13:04:00",2021-07-27,"2021","Jul","27","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/010/FF","SS/MAY/SB/010"
"427","2021-07-28 SS/MAY/SB/010/FF 2021-07-28 13:15:00",2021-07-28,"2021","Jul","28","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/010/FF","SS/MAY/SB/010"
"428","2021-07-29 SS/MAY/SB/010/FF 2021-07-29 13:18:00",2021-07-29,"2021","Jul","29","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/010/FF","SS/MAY/SB/010"
"429","2021-07-29 SS/MAY/SB/074/FF 2021-07-29 12:20:00",2021-07-29,"2021","Jul","29","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/074/FF","SS/MAY/SB/074"
"430","2021-07-29 SS/MAY/SB/003/FF 2021-07-29 12:17:00",2021-07-29,"2021","Jul","29","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/003/FF","SS/MAY/SB/003"
"431","2021-07-29 SS/MAY/SB/011/FF 2021-07-29 12:17:00",2021-07-29,"2021","Jul","29","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/011/FF","SS/MAY/SB/011"
"432","2021-07-30 SS/MAY/SB/010/FF 2021-07-30 13:15:00",2021-07-30,"2021","Jul","30","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/010/FF","SS/MAY/SB/010"
"433","2021-07-31 SS/MAY/SB/074/FF 2021-07-31 12:30:00",2021-07-31,"2021","Jul","31","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/074/FF","SS/MAY/SB/074"
"434","2021-07-31 SS/MAY/SB/010/FF 2021-07-31 13:08:00",2021-07-31,"2021","Jul","31","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/010/FF","SS/MAY/SB/010"
"435","2021-07-13 SS/MAY/SB/017/FF 2021-07-13 13:11:00",2021-07-13,"2021","Jul","13","CELESTINE N. ALI","MAYUNGU","MAYUNGU","SS/MAY/SB/017/FF","SS/MAY/SB/017"
"436","2021-07-13 SS/MAY/SB/083/FF 2021-07-13 13:11:00",2021-07-13,"2021","Jul","13","CELESTINE N. ALI","MAYUNGU","MAYUNGU","SS/MAY/SB/083/FF","SS/MAY/SB/083"
"437","2021-07-10 SS/MAY/SB/001/FF 2021-07-10 12:20:00",2021-07-10,"2021","Jul","10","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/001/FF","SS/MAY/SB/001"
"438","2021-07-10 SS/MAY/SB/002/FF 2021-07-10 12:20:00",2021-07-10,"2021","Jul","10","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/002/FF","SS/MAY/SB/002"
"439","2021-07-10 SS/MAY/SB/015/FF 2021-07-10 12:20:00",2021-07-10,"2021","Jul","10","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/015/FF","SS/MAY/SB/015"
"440","2021-07-10 SS/MAY/SB/074/FF 2021-07-10 12:36:00",2021-07-10,"2021","Jul","10","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/074/FF","SS/MAY/SB/074"
"441","2021-07-11 SS/MAY/SB/010/FF 2021-07-11 13:15:00",2021-07-11,"2021","Jul","11","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/010/FF","SS/MAY/SB/010"
"442","2021-07-11 SS/MAY/SB/036/FF 2021-07-11 12:40:00",2021-07-11,"2021","Jul","11","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/036/FF","SS/MAY/SB/036"
"443","2021-07-11 SS/MAY/SB/070/FF 2021-07-11 12:40:00",2021-07-11,"2021","Jul","11","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/070/FF","SS/MAY/SB/070"
"444","2021-07-11 SS/MAY/SB/031/FF 2021-07-11 12:40:00",2021-07-11,"2021","Jul","11","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/031/FF","SS/MAY/SB/031"
"445","2021-07-11 SS/MAY/SB/001/FF 2021-07-11 13:15:00",2021-07-11,"2021","Jul","11","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/001/FF","SS/MAY/SB/001"
"446","2021-07-11 SS/MAY/SB/002/FF 2021-07-11 13:15:00",2021-07-11,"2021","Jul","11","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/002/FF","SS/MAY/SB/002"
"447","2021-07-11 SS/MAY/SB/015/FF 2021-07-11 13:15:00",2021-07-11,"2021","Jul","11","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/015/FF","SS/MAY/SB/015"
"448","2021-07-11 SS/MAY/SB/074/FF 2021-07-11 12:40:00",2021-07-11,"2021","Jul","11","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/074/FF","SS/MAY/SB/074"
"449","2021-07-12 SS/MAY/SB/036/FF 2021-07-12 12:45:00",2021-07-12,"2021","Jul","12","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/036/FF","SS/MAY/SB/036"
"450","2021-07-12 SS/MAY/SB/070/FF 2021-07-12 12:45:00",2021-07-12,"2021","Jul","12","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/070/FF","SS/MAY/SB/070"
"451","2021-07-12 SS/MAY/SB/031/FF 2021-07-12 12:45:00",2021-07-12,"2021","Jul","12","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/031/FF","SS/MAY/SB/031"
"452","2021-07-12 SS/MAY/SB/001/FF 2021-07-12 12:30:00",2021-07-12,"2021","Jul","12","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/001/FF","SS/MAY/SB/001"
"453","2021-07-12 SS/MAY/SB/002/FF 2021-07-12 12:30:00",2021-07-12,"2021","Jul","12","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/002/FF","SS/MAY/SB/002"
"454","2021-07-12 SS/MAY/SB/015/FF 2021-07-12 12:30:00",2021-07-12,"2021","Jul","12","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/015/FF","SS/MAY/SB/015"
"455","2021-07-12 SS/MAY/SB/074/FF 2021-07-12 12:45:00",2021-07-12,"2021","Jul","12","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/074/FF","SS/MAY/SB/074"
"456","2021-07-12 SS/MAY/SB/010/FF 2021-07-12 12:30:00",2021-07-12,"2021","Jul","12","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/010/FF","SS/MAY/SB/010"
"457","2021-07-12 SS/MAY/SB/017/FF 2021-07-12 13:11:00",2021-07-12,"2021","Jul","12","CELESTINE N. ALI","MAYUNGU","MAYUNGU","SS/MAY/SB/017/FF","SS/MAY/SB/017"
"458","2021-07-12 SS/MAY/SB/083/FF 2021-07-12 13:11:00",2021-07-12,"2021","Jul","12","CELESTINE N. ALI","MAYUNGU","MAYUNGU","SS/MAY/SB/083/FF","SS/MAY/SB/083"
"459","2021-07-13 SS/MAY/SB/070/FF 2021-07-13 12:45:00",2021-07-13,"2021","Jul","13","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/070/FF","SS/MAY/SB/070"
"460","2021-07-13 SS/MAY/SB/031/FF 2021-07-13 12:45:00",2021-07-13,"2021","Jul","13","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/031/FF","SS/MAY/SB/031"
"461","2021-07-13 SS/MAY/SB/036/FF 2021-07-13 12:45:00",2021-07-13,"2021","Jul","13","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/036/FF","SS/MAY/SB/036"
"462","2021-07-13 SS/MAY/SB/074/FF 2021-07-13 12:34:00",2021-07-13,"2021","Jul","13","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/074/FF","SS/MAY/SB/074"
"463","2021-07-13 SS/MAY/SB/028/FF 2021-07-13 12:47:00",2021-07-13,"2021","Jul","13","CELESTINE N. ALI","MAYUNGU","MAYUNGU","SS/MAY/SB/028/FF","SS/MAY/SB/028"
"464","2021-07-13 SS/MAY/SB/081/FF 2021-07-13 13:10:00",2021-07-13,"2021","Jul","13","CELESTINE N. ALI","MAYUNGU","MAYUNGU","SS/MAY/SB/081/FF","SS/MAY/SB/081"
"465","2021-07-13 SS/MAY/SB/029/FF 2021-07-13 13:10:00",2021-07-13,"2021","Jul","13","CELESTINE N. ALI","MAYUNGU","MAYUNGU","SS/MAY/SB/029/FF","SS/MAY/SB/029"
"466","2021-07-13 SS/MAY/SB/058/FF 2021-07-13 13:10:00",2021-07-13,"2021","Jul","13","CELESTINE N. ALI","MAYUNGU","MAYUNGU","SS/MAY/SB/058/FF","SS/MAY/SB/058"
"467","2021-07-14 SS/MAY/SB/036/FF 2021-07-14 13:15:00",2021-07-14,"2021","Jul","14","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/036/FF","SS/MAY/SB/036"
"468","2021-07-14 SS/MAY/SB/031/FF 2021-07-14 13:15:00",2021-07-14,"2021","Jul","14","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/031/FF","SS/MAY/SB/031"
"469","2021-07-14 SS/MAY/SB/015/FF 2021-07-14 12:50:00",2021-07-14,"2021","Jul","14","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/015/FF","SS/MAY/SB/015"
"470","2021-07-14 SS/MAY/SB/002/FF 2021-07-14 12:50:00",2021-07-14,"2021","Jul","14","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/002/FF","SS/MAY/SB/002"
"471","2021-07-14 SS/MAY/SB/001/FF 2021-07-14 12:50:00",2021-07-14,"2021","Jul","14","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/001/FF","SS/MAY/SB/001"
"472","2021-07-14 SS/MAY/SB/074/FF 2021-07-14 13:13:00",2021-07-14,"2021","Jul","14","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/074/FF","SS/MAY/SB/074"
"473","2021-07-14 SS/MAY/SB/070/FF 2021-07-14 13:15:00",2021-07-14,"2021","Jul","14","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/070/FF","SS/MAY/SB/070"
"474","2021-07-14 SS/MAY/SB/081/FF 2021-07-14 12:49:00",2021-07-14,"2021","Jul","14","CELESTINE N. ALI","MAYUNGU","MAYUNGU","SS/MAY/SB/081/FF","SS/MAY/SB/081"
"475","2021-07-14 SS/MAY/SB/029/FF 2021-07-14 12:49:00",2021-07-14,"2021","Jul","14","CELESTINE N. ALI","MAYUNGU","MAYUNGU","SS/MAY/SB/029/FF","SS/MAY/SB/029"
"476","2021-07-14 SS/MAY/SB/058/FF 2021-07-14 12:49:00",2021-07-14,"2021","Jul","14","CELESTINE N. ALI","MAYUNGU","MAYUNGU","SS/MAY/SB/058/FF","SS/MAY/SB/058"
"477","2021-07-14 SS/MAY/SB/028/FF 2021-07-14 13:13:00",2021-07-14,"2021","Jul","14","CELESTINE N. ALI","MAYUNGU","MAYUNGU","SS/MAY/SB/028/FF","SS/MAY/SB/028"
"478","2021-07-14 SS/MAY/SB/017/FF 2021-07-14 13:21:00",2021-07-14,"2021","Jul","14","CELESTINE N. ALI","MAYUNGU","MAYUNGU","SS/MAY/SB/017/FF","SS/MAY/SB/017"
"479","2021-07-14 SS/MAY/SB/083/FF 2021-07-14 13:21:00",2021-07-14,"2021","Jul","14","CELESTINE N. ALI","MAYUNGU","MAYUNGU","SS/MAY/SB/083/FF","SS/MAY/SB/083"
"480","2021-07-15 SS/MAY/SB/083/FF 2021-07-15 13:08:00",2021-07-15,"2021","Jul","15","CELESTINE N. ALI","MAYUNGU","MAYUNGU","SS/MAY/SB/083/FF","SS/MAY/SB/083"
"481","2021-07-15 SS/MAY/SB/070/FF 2021-07-15 12:35:00",2021-07-15,"2021","Jul","15","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/070/FF","SS/MAY/SB/070"
"482","2021-07-15 SS/MAY/SB/031/FF 2021-07-15 12:35:00",2021-07-15,"2021","Jul","15","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/031/FF","SS/MAY/SB/031"
"483","2021-07-15 SS/MAY/SB/036/FF 2021-07-15 12:35:00",2021-07-15,"2021","Jul","15","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/036/FF","SS/MAY/SB/036"
"484","2021-07-15 SS/MAY/SB/015/FF 2021-07-15 12:15:00",2021-07-15,"2021","Jul","15","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/015/FF","SS/MAY/SB/015"
